Query	UserId	ChatsNum	BotAnswersNum	HelpsNum	Len	week
Добрый день! ИП применяет УСН 6% и патент. В 3-м квартале совокупный доход превысил 60 млн., и право на применение патента утеряно, нужно ли пересчитать налог на доходы принятые по патентной системе за 6 месяцев по ставке 6%	8625054	1	0	0	38	43
Добрый день! Подскажите, пожалуйста, является ли справка об оказании мед услуг для налоговой, подтверждением оплаты за эти услуги?	20489354	1	0	0	18	43
Добрый день. Подскажите, пожалуйста, может ли быть прощенный долг от учредителя?	3279951	1	1	0	11	43
Добрый день!	292010	1	1	0	2	43
Добрый день, подскажите пожалуйста, когда сотрудника по возрасту снимать с воинского учета, в день рождение или со следующего нового года?	310791	1	0	0	20	43
изменение октября	8448264	1	1	1	2	43
Добрый день, какой порядок возмещения НДС предусмотрен для экспортеров. Интересует упрощенный порядок возмещения НДС	4912546	1	0	0	14	43
Добрый день!	2876434	1	1	0	2	43
отказ в приеме на работу	380785	1	1	1	5	43
куда платить налог на землю, если головное подразделение в городе, а земля в обособке?	2111512	1	0	0	14	43
Добрый день. Счет-фактура на аванс от поставщика выписана от 30.06.2023г. Получена по ЭДО 23.10.2023г. Можно принять на вычет? И каким периодом? 4 кварталом 2023г?	4608609	1	0	0	24	43
Добрый день! ИП имело в собственности нежилое помещение в жилом доме (в цоколе). Долгое время (с 2013 года) использовало его под Салон-парикмахерскую. Приобреталось помещение как нежилое. В 2023 году помещение было продано. Перед продажей (в конце 2022 г.) помещение разделили. Часть сделали жилым и продали как квартиру, а часть осталась нежилым и продали как нежилое. ИП применяет УСН 6%. Вопрос: можно ли доходы от продажи включить в налоговую базу по УСН. Или же жилую часть придется облагать по ставке 13%?. Помещение всегда использовалось в коммерческих целях.	1856551	1	0	0	86	43
при ежегодном переосвидетельствовании инвалид должен писать новое заявление для работодателя?	1923684	1	0	0	10	43
Добрый день! Подскажите, можно ли выставить УПД на услуги и подписать его в одностороннем порядке, если данный вид подписания предусмотрен договором.	1860531	1	0	0	21	43
я два дня пытаюсь чтобы вы услышали мой вопрос??????	7753126	1	0	0	9	43
добрый день	550134	1	1	0	2	43
Добрый день. подскажите порядок приема на работу иностранного гражданина Узбекистана с разрешением на временное проживание. А также подскажите по расчету и уплате налогов с заработной платы. Спасибо	3823397	1	0	0	27	43
Здравствуйте! Как рассчитать страховые взносы на наемного работника ИП, применяющего панет формула	4460236	1	0	0	12	43
Добрый день!	463921	1	1	0	2	43
Мы перечислили нерезиденту аванс в валюте. Можем мы взять в вычет сумму ндс с аванса?	9529816	1	0	0	15	43
Добрый день.Вопрос 6 собственник компании опасается.что может потерять упрощенный режим налогообложения.Сейчас оборот по группе компаний составляет около 250 млн руб. за 9 месяцев. Есть три компании у все разный ОКВЭД по производству мебели. Подскажите пожалуйста какие риски включает в себя такая ситуация. Заранее благодарна.	14557575	1	0	0	44	43
если у компании по авансу усн возник убыток по 2 и 3 кв. как подавать уведомления?	10893752	1	0	0	16	43
Добрый день, может ли ИП заключить договор поставки с физ. лицом (заказчиком)?	310823	1	0	0	12	43
Добрый день. Учет рекламной и сувенироной продукции	2095300	1	0	0	7	43
"Добрый день , оплачиваем за товар Интернет решение ,документы приходят от разных контрагентов ,так как ИР закупает у них и транслирует нам документ .Документ приходит через эдо и в низу документа указано:
Наименование экономического субъекта — составителя документа
(в т.ч. комиссионера/агента)

ООО Интернет Решения
Как правильно проводить такмие документы?"	4534155	1	0	0	50	43
Добрый день. Нужно ли сдавать уведомление по уплате налога УСН за 3 квартал, если по итогам 9 мес. сумма налога к уплате минусовая? Если надо, то какую сумму указывать?	919444	1	0	0	29	43
Здравствуйте!	983169	1	1	1	1	43
добрый вечер. подскажите пожалуйста, нужно ли включать в строку 021 РСВ количество людей, у кого превысила база?	12347899	1	0	0	17	43
Насчисляются ли страховые взносы на пособие по б/листу за счет работодателя?	4451841	1	0	0	11	43
"Добрый день! Подскажите пожалуйста. На балансе нашего предприятия числится судно сухогрузное морское. Недавно попало в шторм, село на мель: 
1. как учитывать расходы связанные с данной ситуацией (вертолет для доставки экипажа на берег, работы по обследованию корпуса). 
2. Прекращать начисление амортизации по судну и по всем основными средствами, находящимися до сих пор на данном судне?"	20480630	1	0	0	57	43
сотрдника увольняют во время испытательного срока по инициативе работодателя, можно ли его уволить одним днем ?	7791634	1	0	0	16	43
Добрый день!какой штраф за несвоевременную сдачу 6-ндфл?	5088257	1	1	1	7	43
справочник отчетности	3660781	1	1	1	2	43
Что делать если ИП на патенте превысил выручку 60 млн рублей в 2022 году не заметил что делать?	14508392	1	0	0	18	43
Добрый день! Индивидуальный предприниматель на ЕСХН приобрел автомобиль в 3 квартале, который используется в хозяйстве. Нужно ли подать уведомление об авансовых платежах по транспортному налогу за 3 квартал?	2338551	1	0	0	28	43
Согласны, спасибо.	696054	1	0	0	2	43
если в текущем году обнаружены расходы прошлого года, как они отражаются в целях налога на прибыль?	371698	1	0	0	16	43
не могу скачать письменный ответ требует доступ	889731	1	0	0	7	43
Добрый день! Вопрос по РСВ. По взносам разные программы считают копеечки по-разному. 1С: и программа сдачи отчетности Контур-Экстерн тоже по-разному. Сколько копеек можно игнорировать?	3982755	1	0	0	24	43
судебная экспертиза по делу в расходах при усн	2905592	1	0	0	8	43
Добрый день. Как учитывать страховые взносы при расчете единого налога при УСН - взносы оплачены когда перечислены на единый счет, когда подано уведомление (25 число) или когда наступил срок оплаты (28 число)	2326912	1	0	0	32	43
Добрый день,подскажите пожалуйста ,уведомление по НДФЛ теперь нужно подавать всем? уже нельзя использовать платежку вместо уведомления?	8561257	1	0	0	16	43
доброго дня, какой штраф, если не своевременно сдан отчет по страх взносам за 9 месяцев с цифрами?	402882	1	0	0	17	43
да	12481241	1	0	0	1	43
Добрый день! Организация продает легковой автомобиль физ.лицу по договору купли - продажи, сумма договора 500 000 руб. Может ли физ. лицо внести в кассу 500 000 руб. наличными денежными средствами? При этом организация пробивает кассовый чек?	15909494	1	0	0	36	43
в декларации по ндс указываем реэкспорт , если да, то ткакой код ставим	20473225	1	1	0	13	43
Менеджер сопровождения не отвечает. Можно телефон технической службы	243631	1	0	0	8	43
Каксдать 6-ндфл за год	20286253	1	1	1	4	43
Мой вопрос не о безнадежной задолженности, а о том, можно ли считать задолженность просроченной , если суд вынес решение о ее взыскании, но из-за того, что процедура не закончена неясно , будет ли она погашена. т.е. решение суда у нас уже есть.	2290688	1	0	0	42	43
Добрый день! Организация-арендодатель по окончанию аренды передает неотделимые улучшения арендодателю. Какую стоимость использовать для исчисления НДС?	5579538	1	0	0	16	43
сдача НДФС за год	20929596	1	0	0	4	43
Добрый день.Работаем на ОСН ,подскажите пожалуйста услуги аниматоров -какие должны быть проводки? Закрывающий документ акт выполненных работ.	18223023	1	0	0	17	43
добрый день. как оформить отступное? и какие проводки?	3177998	1	0	0	8	43
СПАСИБО. ОТЛИЧНО!	7767231	1	1	1	2	43
каков срок предоставления в банк сведений о валютных операциях?	706737	1	0	0	9	43
Закупка блок контейнера как учитывается в бухгалтерском и налоговом учете?	240429	1	0	0	10	43
Заявление о выплате дивидендов на банковский счет третьего лица	7180749	1	0	0	9	43
Добрый день! Подскажите, если организация не подтверждает вид деятельности по ОКВЭД в ФСС, какой размер повышенного тарифа для страховых взносов ей будет установлен?	3847302	1	0	0	23	43
Добрый день. Предоплата поставщику была произведена в 2022 году, можно ли в 3 квартале 2023 года принять к вычету счет-фактуру на аванс 2022 года?	3015491	1	0	0	24	43
"Добрый день. Ип на НПД. В рамках самозанятого можно провести чеки по деятельности:
1) Уборка и очистка территории;
2) Устройство полов, стен;
3) Подъем, занос в помещение;
4) Подготовка строительной площадки;
5) Складирование и перемещение;
6) Демонтажные работы?"	5406884	1	0	0	38	43
Добрый день! Подскажите, пожалуйста, могу ли существовать на одном и том же адресе филиал и обособленное подразделение с разными КПП? Ситуация - было обособленное подразделение, потом на этот же адрес зарегистрировали еще и филиал. За сотрудников ОП платят на КПП ОП, а за сотрудника филиала будут платить на КПП филиала. Чем-то грозит данная ситуация или проблем нет? заранее благодарю!	3377433	1	0	0	59	43
отказ в приеме на работу	7437906	1	1	1	5	43
Добрый день! какие налоги платит ИП на УСН Доходы - Расходы? НДФЛ платит?	16381186	1	0	0	13	43
Добрый день! Есть следующая организация: АНО Высшего образования. Вновь создана. Во главе - ректор (учредителем не является). Необходимо ли с ним заключать трудовой договор или ГПХ и соответственно подать отчет в СФР ЕФС-1 (ранее сзв-ТД).	15345484	1	0	0	35	43
Добрый день!	19783438	1	1	0	2	43
Добрый день! Заказчик просит включить в договор оплату подрядчиком госпошлины за заказчика. Должен ли подрядчик взять дополнительную плату за оказание этой услуги помимо самой госпошлины? Подрядчик на УСН 15%.	2801167	1	0	0	29	43
спасибо!	6167146	1	1	1	1	43
Добрый день. Подскажите, пожалуйста, где можно посмотреть материалы по квалификационным требования зам. директора по безопасности мореплавания?	2987365	1	0	0	16	43
Добрый день. Сотруднику 08.09 выплатили суточные через банк. Командировка закончилась 25.09.23. Авансовый отчет сдан 25.09.23.Есть превышение норм суточных. ЗПЛ выплачивается 05.11.3г. В отчет 6-НДФЛ ндфл с превышения входит в 3 или 4 кварталы?	9013069	1	0	0	33	43
добрый день	1884204	1	1	1	2	43
добрый день	7232117	1	1	0	2	43
Добрый день!	3832700	1	1	0	2	43
Добрый день! Подскажите пожалуйста, как работнику оформить увеличение объема работ? Надо ли при этом в штатном расписании иметь вакантную должность? Мы хотим сторожу-вахтеру вменить дополнительные обязанности с доплатой, но в штате все единицы сторожей (вахтеров заняты)	4333893	1	0	0	36	43
День добрый. Есть ли в системе образец ответа на требование налоговой об увеличении косвенных расходов по уточненной декларации по налогу на прибыль по сравнению с первичной?	775394	1	0	0	26	43
Здравствуйте. Физическое лицо оказало нашей организации транспортные услуги. Каким образом оформить данные услуги? Обязательно ли оформлять договор ГПХ?	19205261	1	0	0	18	43
сроки хранения бухгалтерских документов	1532690	1	1	1	4	43
спасибо	6384615	1	1	1	1	43
Добрый день.	541444	1	1	1	2	43
Добрый день. Подскажите, пожалуйста. Как правильно заполнить Уведомление по авансовому платежу по УСН за 3 квартал 23 года?	676407	1	0	0	18	43
Добрый день, нужна информация как учесть расходы по НУ и БУ по разработке фирменного стиля и сайта в малом предприятии?	582939	1	0	0	20	43
просроченная - это когда прошли сроки ее погашению по договору или соглашению. В случае наличия решения суда , мне неясно - задолженность остается просроченной?	2290688	1	0	0	24	43
Да, я согласна подождать	879885	1	0	0	4	43
Добрый день! Подскажите, пожалуйста, облагается налогом на имущество Дизельный генератор?	433850	1	0	0	10	43
добрый день.	16705973	1	1	0	2	43
отказ в приеме на работу	373012	1	1	1	5	43
"Добрый день. Подскажите, пожалуйста, если фиксированные страховые взносы за 2023г.не оплачены, можно уменьшить УСН ""Доходы"" на сумму страховых взносов и какие пошаговые действия надо сделать?"	16224186	1	0	0	25	43
изменения с октября 2023	829586	1	1	1	4	43
Добрый день. Вопрос: ИП сейчас работает на УСН Д-Р, вид деятельно сдача в аренду коммерческих помещений. Планирует открыть ООО и заниматься том же видом деятельности, но на ОБщей системе. Будет ли это считать дроблением бизнеса?	236313	1	0	0	35	43
Добрый день.Поступил аванс на р/сч 29.09, можем ли мы счет-фактуру на аванс выставить 02.10 , т.е. не позднее 5 дней, но в следующем квартале. И соответственно, уплату НДС с аванса перенести на 4 квартал?	1670295	1	0	0	34	43
Еще вопрос, подскажите, пожалуйста, если учредитель назначил директором себя и внес изменения в устав, можно ему компенсировать расходы на нотариуса и учесть их в расходах ООО для налогообложения?	504212	1	0	0	28	43
Спасибо!	1594368	1	1	1	1	43
Согласна	985141	1	0	0	1	43
Здравствуйте	20319419	1	1	0	1	43
"Добрый день! Вопрос по оформлению чеков ККТ при замене услуги. Был пробит чек за услугу ""А"", Оплата картой. По факту (через несколько дней) была оказана другая услуга ""Б"", стоимость услуги не изменилась. Как правильно пробить чеки. Если делать возврат на карту, деньги поступят через 5-7 дней, но надо одновременно пробить чек на новую услугу, стоимость дорогостоящая?"	3857996	1	0	0	56	43
Добрый день! ООО на УСН сдает в аренду помещения, арендаторы не заключают прямые договора с ресурсниками (электричество,вода) а работают по агентскому договору, им надо счета перевыставлять, какие проводки должны быть в 1с 8, чтоб не включались эти выплаты в доход по УСН? А только доход по агентскому договору	18296258	1	0	0	48	43
Подскажите, как правильно закрыть счет 73.03? Была сделана проводка Д44.01 К73.03 3050 компенсация расходов на сотовую связь.	18085625	1	0	0	17	43
Ольга, вы не отвечаете на вопрос, а находите похожие статьи по теме. Я обязательно переадресую свой вопрос другим специалистам. Спасибо!	3518179	1	0	0	20	43
я же могу по своему усмотрению неклторые расходы не принимать в налоговом учете, когда считаю налог на прибыль, а принять в следующем квартале, когда будет прибыль?	18611384	1	0	0	26	43
Добрый день. Если в ОФР отложенный налог на прибыль (стр.2412) положительный- что это значит?	18845467	1	0	0	14	43
Добрый день, должно ли сопровождаться премией объявление благодарности от предприятия к профессиональному празднику? Благодарность отражается в трудовой книжке	2839143	1	0	0	18	43
Добрый день. Прошу подсказать, какие ОКТМО указывать в уведомлении по налогу на имущество. Мы являемся филиалом организации, недвижимое имущество, которое числится на балансе филиала, находится в разных муниципальных районах одного региона. Необходимо ли указывать ОКТМО каждого района или же можно указать общий- ОКТМО, по которому будем производить оплату?	763172	1	0	0	48	43
Добрый вечер! Уточните , пожалуйста, при превышении дохода у сотрудника суммы в 1917000 руб. как нужно рассчитывать и отражать страховые взносы в отчете РСВ по данному сотруднику? Работодатель является малым предприятием. Дайте ссылку на пример.	8288522	1	0	0	35	43
здравствуйте	842688	1	1	0	1	43
В период отпуска главного бухгалтера никто не исполняет ее обязанности, естественно кассовые документы не подписывает. Имеет ли права главный бухгалтер выйдя с отпуска подписать кассу, зап те дни когда была в отпуске?	5275118	1	0	0	32	43
Генеральный директор просит вернуть денежные средства, потраченные за гостиницу в другом городе. Каким образом это можно оформить не оформляя командировку?	2544394	1	0	0	20	43
Добрый день! Можно написать вопрос письменно ?	327784	1	0	0	7	43
Добрый день! может подотчетное лицо поручить оплату международной пошлины иностранному юридическому или физическому лицу, с предоставлением подтверждающих документов оплаты международной пошлины ?	377247	1	0	0	22	43
Добрый вечер. Разъясните, пожалуйста, можно ли выплачивать премию работникам 2 раза в месяц: при выплате расчета за первую половину месяца (аванс), и при выплате за расчета за вторую половину месяца (ЗП)?	20589565	1	0	0	31	43
Здравствуйте! Если наша организация купила прослеживаемый товар (проектор) у российской фирмы для собственных нужд , продавать его не собираемся, что нужно сдать в налоговую? Компания- плательщик НДС.	9460257	1	0	0	27	43
тест	1872856	1	1	1	1	43
"Добрый день. 
Каков порядок отражения в бухгалтерском и налоговом учете поступлений на расчетный счет от небанковской кредитной организации, а также комиссии за оператора"	6013747	1	0	0	24	43
Возврат товара поставщику, если поставщик прислал нам его с НДС, а мы работаем без НДС. Как оформить документ?	2932372	1	0	0	18	43
можно ли использовать факсимильную подпись директора на путевых листах?	7256996	1	1	0	9	43
Добрый день. как правильно отразить в учете принтеры взятые в аренду?	17248524	1	0	0	11	43
Здравствуйте! у меня вопрос по заполнению отчета СЗВ ТД при увольнении сотрудника, надо ли ставить код ОКЗ, он обязательный?	149734	1	0	0	19	43
Добрый день! организация занимается оптовой торговлей, арендует склад, с которого клиенты самовывозом забирают товар. Оплату на складе не принимают, только выписывают документы на товар. Должна ли организация платить торговый сбор?	17873963	1	0	0	30	43
Добрый день!	2556779	1	1	0	2	43
да. конечно	20503012	1	1	0	2	43
Добрый день, в регионе Москва трехсторонним соглашением установлен повышенный МРОТ (по сравнению с федеральным). Какой МРОТ использовать федеральный или Московский региональный при расчете отпускных , больничных	13045803	1	0	0	26	43
Добрый день!	1980150	1	1	0	2	43
Организация импортировала товар. На таможне оформлена ГТД. Затем товар был реализован покупателю РФ. После реализации таможня досчитала еще пошлину, выставила корректировочную ГТД.На какой счет затрат отнести выставленную сумму?	2362777	1	0	0	28	43
изменения октября	1683134	1	1	1	2	43
Добрый день. ИП на ОСНО доходную часть ведет по кассовому методу или методу начисления?	1566046	1	0	0	14	43
Добрый день.	1982326	1	1	0	2	43
Спасибо!	228853	1	1	1	1	43
добрый день! Подскажите пожалуйста, организация приобретает племенную чистокровную лошадь у физ. лица. Возникает ли в данном случае у организации обязанности налогового агента?	18684547	1	0	0	22	43
Спасибо!	1978415	1	1	1	1	43
День добрый. Наша организация должа юридическому лицу. Они просят в счет погашения долга перед ними отправить деньги их учредителю, так как они должны ему выплатить дивиденды. Можем ли мы так сделать?	1893377	1	0	0	31	43
Облагается по Усн доходы субсидия в виде гранта для развитию КФХ ?	3832541	1	0	0	12	43
Добрый день! Организация на ОСН арендует автомобиль у сотрудника организации. Должны ли таки арендные платежи ФЛ отражаться в строке 113 в разделе 2 отчета 6-НДФЛ?	19001028	1	0	0	25	43
Добрый день,подскажите,пример образец заполнения 6 ндфл,	2440111	1	0	0	6	43
Добрый день кто обязан перейти на электронные путевые листы?	5719007	1	0	0	9	43
Добрый день, подскажите в балансе СНТ должно быть имущество только приобретённое за счет коммерческой деятельности ? и если коммерческой деятельности нет - то баланс будет нулевым ?	385638	1	0	0	27	43
Добрый день! Табель учета рабочего времени обязательно вести в организации, численность сотрудников до 20 человек.	20238111	1	0	0	15	43
Добрый день. заполняем декларацию по налогу на прибыль. Напишите пожалуйста в какой строке отразить Выручка от реализации земельного участка (Приложение 1 к Листу 02)	839592	1	0	0	24	43
Добрый день! Подскажите, пожалуйста, какая ответственность грозит работодателю или должностному лицу обязанному вести воинский учет в организации за то, что работник не встал на учет по месту пребывания или жительства? (работники прописаны и состоят на воинском учете в других регионах) Как себя обезопасить? Заставить пойти встать на учет по месту жительства мы не можем. Либо выдать листок-сообщение об изменении и снять с себя отвественность?	20142113	1	0	0	64	43
Добрый вечер.	2108343	1	1	0	2	43
Добрый день! ооо перечисляет за выполненные строительные работы ип иностранному гражданину.	17726589	1	0	0	11	43
Как правильно заполнить строки 2410-2412 отчета о финрезультатах	9981572	1	1	0	8	43
"Если ООО Кафе приостановило свою деятельность и в 3-м кв оборотов по алкогольной продукции не было, то надо ли сдавать алкогольные декларации за 3 кв?
За 1кв и за 2 кв ООО сдавало Алкогольные декларации."	228507	1	0	0	35	43
Поясните, согласно примера по расчету авансовых платежей. Т.к. выручка не превысила лимиты, авансовые платежи в декларации не указывают. и только когда будет превышение (это может быть и через 6 месяцев) должны в декларации указать авансовые платежи. ВЕРНО ?	16298638	1	0	0	38	43
Здравствуйте, подскажите в расчете РСВ за 3 квартал по строке 030 сумма итоговая за квартал? не нарастающим итогом с начала года?	3011500	1	0	0	21	43
День добрый. ООО на ОСНО получило от контрагента аванс. В третьем квартале обществом данный аванс был отработан лишь частично. На сумму отработанного аванса ООО выставляет акт выполненных работ начисляя НДС и налог на прибыль, но заказчик подписывает лишь исполнительную документацию, но при этом не подписывает акты выполненных работ. Вопрос: 1. Может ли общество без подписанных актов восстановить НДС с аванса на сумму реализации? 2. Возникает ли у общества обязанности по исчислению налога на прибыль если заказчик не подписал акт?	2272780	1	0	0	79	43
Добрый день. Какую справку нужно предоставить уволенному сотруднику для расчета больничного на новом месте работы в 2023 году?	8605609	1	0	0	18	43
что означает мемориальный ордер в банке	2900813	1	0	0	6	43
Добрый день!	7895008	1	1	0	2	43
Добрый день,	7269145	1	1	0	2	43
Добрый день. Организация выплатила сотрудникам по соглашению сторон 2 оклада. Можно данные расходы учеть при УСН дох минус расходы?	4662073	1	0	0	19	43
Добрый день! какой курс брать , если расходы работника по загранкомандировке производились в иностранной валюте (доллары), отличной от той, которая была ему выдана (евро)	16281547	1	0	0	24	43
Добрый день ! руководителю КФХ -юридическое лицо, как платиться зарплата ?	7850644	1	0	0	11	43
тест	13055917	1	1	1	1	43
добрый день	2524432	1	1	0	2	43
Блок-контейнер это двидимое или недвижимое имущество?	240429	1	0	0	6	43
Добрый день!	1820616	1	1	1	2	43
добрый вечер	2225971	1	1	0	2	43
Добрый день! Вопрос по учету импортных товаров. Поставщик корейская фирма. Товар был оприходован в ноябре 2022 года и в апреле 2023 г. Товар находится на складе, т.е. не реализован. Поставщик предоставляет скидку в 20%. Вопрос: как отразить данную скидку в учете, какие документы должны быть оформлены между поставщиком (корейской компанией) и покупателем (договор, новые инвойсы со скидкой и т.д.)? Должна ли корректироваться стоимость товара или скидка отражается как внереализационный доход	17900901	1	0	0	70	43
Здравствуйте, если Декларация по прибыли за 9 месяцев получилась к зачету, то нужно начислять авансы на 4 кв и 1 кв?	217885	1	0	0	21	43
Подскажите пожалуйста, передано уведомление с ошибочным ОКТМО, как правильно исправить ошибку?	302017	1	0	0	11	43
Здравствуйте! Какой КПП указывать при заполнении Уведомления на авансовый платеж по налогу на имущество, если налог на имущество уплачивается по местонахождению недвижимого имущества? (не голова и не обособленное подразделение)	667019	1	0	0	29	43
День добрый! Приобрели товарный знак (исключительное право) за 1 рубль 00 копеек в т.ч. НДС 20%. Подскажите, пожалуйста, как следует отразить в бух. и налоговом учетах: проводки. Акцентирую , что ТЗ стоит 1 руб, в т.ч. ндс В деятельности будет использоваться.	2711646	1	0	0	41	43
Добрый вечере!. Дольщики отсудили котельную у застройщика. Требуется Начислить НДС при передаче. Проводки.	20665890	1	0	0	13	43
Добрый день	2458626	1	1	0	2	43
Добрый день! Хочу проконсультироваться с Вами по поводу возврата НДС. У меня за 3 кв. 2020г. висит не учтенный НДС. В этом квартале получается уже три года, хочу оформить возмещение. как это сделать?	6262093	1	0	0	33	43
Добрый вечер!	7359513	1	1	0	2	43
добрый вечер ,можно ли регистрировать компанию по адресу регистрации одного из учредителей	17895275	1	0	0	12	43
Здравствуйте!	16533139	1	1	0	1	43
эксперт взял еще 24 часа	7753126	1	0	0	5	43
"Есть оговорка ""формально это противоречит пункту 5 статьи 287 НК, согласно которому перечислять ежемесячные авансы нужно с месяца, следующего за месяцем превышения лимита по выручке"" Как быть в этом случае?"	16298638	1	0	0	30	43
Добрый день! ООО на ОСНО. Продаем основное средство (транспортное срет.ч.яет 600 иыс. руб в	1889365	1	0	0	14	43
Благодарю.	775394	1	0	0	1	43
Добрый день	351223	1	1	0	2	43
т.е. если сотрудники зарегистрированы в других регионах (не Москва и не МО), то нужно несколько отчетов сдавать?	126879	1	0	0	17	43
По моему никто мне не хочет помочь	7753126	1	0	0	7	43
спасибо!	389461	1	1	1	1	43
Здравствуйте, на каком счете учитывать моторное масло	4665432	1	0	0	7	43
Добрый день!	1650118	1	1	0	2	43
Здравствуйте, ИП без сотрудников на УСН доходы, оплатил 1% в ПФР за 2022 год 26.06.2023, никакого уведомления не представил. За какой период можно уменьшить на эту сумму УСН?	917809	1	0	0	28	43
Добрый день!	5892865	1	1	0	2	43
Добрый день! Такой вопрос:ИП УСН доходы 16.05.2023 уплачен 1% с доходов за2022г. Я могу оплатить налог усн за 9мес 2023г за вычетом этой суммы? Какое уведомление или что мне нужно подавать в налоговую, чтобы они понимали, что на эту сумму уменьшила	1572025	1	0	0	41	43
Добрый день. До 25.10 нужно подать уведомление о налогах. Нужно ли подавать уведомление об НДФЛ за период конец сентября - конец октября?	6091588	1	0	0	22	43
отчетность за 9 месяцев, 3 квартал	859903	1	1	1	6	43
как перейти на уведомления по ндфл, если раньше платили за месяц с 1 по 31 число, без разбивки на периоды	18774197	1	0	0	20	43
если ИП не оплатил 1/3 патента, что будет?	18913114	1	0	0	8	43
Добрый день! Во 2 квартале 2023г был получен аванс по договору строительных работ. Уплачен НДС с аванса. В 3ем квартале организация закупила материалы, и предъявила вычет по НДС, но реализация будет в 4 квартале, налоговая требует убрать вычет по НДС в 3-ем квартале , правомерно ли это?	5328586	1	0	0	47	43
Добрый день. Подскажите, пожалуйста, какой код ОКЗ выбирать в отчетё СЗВТД при увольнении машинист рубильной машины	7210456	1	0	0	16	43
При отражении заявления на ввоз товаров из стран ЕАЭС в книге покупок в декларации по НДС код операции 19?Вид ценностей таможенные платежи?	15725134	1	0	0	22	43
а где ответ?	1580603	1	0	0	3	43
Добрый день! Должно ли быть прописано в регламентирующих документах организации о применении норм естественной убыли?	8717612	1	0	0	15	43
Добрый день. В нашей организации директор ведет бухгалтерский и кадровый учет самостоятельно. Может ли директор взять на себя обязанности по ведению воинского учета?	2216010	1	0	0	23	43
ШТРАФЫ В ВОИНСКИЙ УЧЕТ	14251272	1	1	1	4	43
уведомлнеи но усн кто сдает	545566	1	0	0	5	43
Как посчитать в среднесписочной численности, если он принят на время замещения работника, который на больничном?	11060103	1	0	0	15	43
а если вместо уведомления отдельное платежное поручение?	1699264	1	0	0	7	43
Я согласна ждать ответ	20114687	1	0	0	4	43
Спасибо большое.	2338551	1	1	1	2	43
подскажите пожта если изменилась стоимость реализованных покупных товаров (уменьшилась) за прошлый год, разница в 1с отразилась в прочих расходах на сч 91.02. что можно почитать по этому поводу, правильно ли эьо?	9448830	1	0	0	31	43
